sim_id,material,E_psi,rho_lbm_in3,rho_consistent,length_in,width_in,thickness_in,impact_F0_lbf,impact_tau_s,rayleigh_alpha,rayleigh_beta,dt_s,T_s,n_steps,n_elements,n_nodes,time_s,node_001_accel,node_002_accel,node_003_accel,node_004_accel,node_005_accel,node_006_accel,node_007_accel,node_008_accel,node_009_accel,node_010_accel,node_011_accel,node_012_accel,node_013_accel,node_014_accel,node_015_accel,node_016_accel,node_017_accel,node_018_accel,node_019_accel,node_020_accel,node_021_accel,node_022_accel,node_023_accel,node_024_accel,node_025_accel,node_026_accel,node_027_accel,node_028_accel,node_029_accel,node_030_accel,node_031_accel,node_032_accel,node_033_accel,node_034_accel,node_035_accel,node_036_accel,node_037_accel,node_038_accel,node_039_accel,node_040_accel,node_041_accel,node_042_accel,node_043_accel,node_044_accel,node_045_accel,node_046_accel,node_047_accel,node_048_accel,node_049_accel,node_050_accel,node_051_accel,node_052_accel,node_053_accel,node_054_accel,node_055_accel,node_056_accel,node_057_accel,node_058_accel,node_059_accel,node_060_accel,node_061_accel,node_062_accel,node_063_accel,node_064_accel,node_065_accel,node_066_accel,node_067_accel,node_068_accel,node_069_accel,node_070_accel,node_071_accel,node_072_accel,node_073_accel,node_074_accel,node_075_accel,node_076_accel,node_077_accel,node_078_accel,node_079_accel,node_080_accel,node_081_accel,node_082_accel,node_083_accel,node_084_accel,node_085_accel,node_086_accel,node_087_accel,node_088_accel,node_089_accel,node_090_accel,node_091_accel,node_092_accel,node_093_accel,node_094_accel,node_095_accel,node_096_accel,node_097_accel,node_098_accel,node_099_accel,node_100_accel,node_101_accel
0,aluminum,10000000.0,0.0998,0.00025849029236857916,80,2,0.4,20,0.002,0.01,1e-05,0.0005002501250625312,1.0,2000,100,101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,aluminum,10000000.0,0.0998,0.00025849029236857916,80,2,0.4,20,0.002,0.01,1e-05,0.0005002501250625312,1.0,2000,100,101,0.0005002501250625312,0.0,-2.8890876922798696e-07,-1.1448258051733831e-06,-2.5471518721957987e-06,-4.460203531086802e-06,-6.816170174329901e-06,-9.491902948369462e-06,-1.2280410413740796e-05,-1.4858621970780518e-05,-1.6754010978876837e-05,-1.731408857618332e-05,-1.5684597495368978e-05,-1.0804413933427118e-05,-1.4275941534559322e-06,1.3814527890212456e-05,3.6296111333223036e-05,6.720798132414228e-05,0.00010728081642097504,0.00015640637938044825,0.00021314864379524257,0.00027414713206511853,0.00033343120526389055,0.0003816877147475014,0.0004055563775346346,0.00038706797681036474,0.00030338959411388335,0.0001270967077894348,-0.0001727497174068827,-0.0006283886210765906,-0.0012696336086935223,-0.002118251181586387,-0.003180089992407243,-0.004434711473664158,-0.005822471548621771,-0.007229329157261338,-0.008470140461695197,-0.009271864597172793,-0.009258974832275273,-0.007944437309039015,-0.004730859060215137,0.001072252727660558,0.010207864063737415,0.023399075211538233,0.041236148619507855,0.06401430800332758,0.09151543429910322,0.12273049930974356,0.1555259638221155,0.18626713409317866,0.20942528294159143,0.21721369646900565,0.19932086549102293,0.142836402137588,0.03249568546721385,-0.14859968878934263,-0.41760081340994815,-0.7896662921743762,-1.2746482156329535,-1.8725310188558917,-2.567512253284734,-3.3207375032104345,-4.061897095783169,-4.68017592062692,-5.015432906007822,-4.850980604845955,-3.9099341180054163,-1.8577814767317797,1.685450332444672,7.119375690952885,14.819191926409804,25.06859442773466,37.96522243108635,53.29536527870847,70.37699231795173,87.87403410301225,103.5906169399345,114.26197621140925,115.3692746828573,101.01854930104918,63.93918564966355,-4.326140342289626,-112.95170112766637,-270.97686965834583,-485.9619446283006,-762.0440565053144,-1097.3048346055477,-1480.4046956006453,-1886.5140137272015,-2272.6878501883075,-2572.996698626567,-2693.947299312198,-2511.0075139230103,-1867.3834257370968,-576.5710817729565,1569.4086260544354,4783.832389618499,9258.648721803667,15124.855096455804,22397.61583605916,30904.633546028337,40197.73471602643
0,aluminum,10000000.0,0.0998,0.00025849029236857916,80,2,0.4,20,0.002,0.01,1e-05,0.0005002501250625312,1.0,2000,100,101,0.0010005002501250625,0.0,-1.119362034514104e-05,-4.056844389885213e-05,-8.167055323700114e-05,-0.00012758621235836495,-0.00017052113794496798,-0.00020134701086054493,-0.00020920784821851893,-0.00018129232460867173,-0.00010289483537062589,4.209419475103238e-05,0.000270113141073326,0.0005961061319508491,0.0010307961469598996,0.0015769280469095028,0.0022244174674357258,0.002944446543839685,0.003682705850943773,0.004352202842131888,0.004826346233828085,0.004933373072606632,0.0044536013585014965,0.0031214438155844114,0.0006345682173217484,-0.003327024413957732,-0.00906899676384197,-0.016834769277698405,-0.02673916925840375,-0.03868210359256583,-0.052242493026562156,-0.06655541938168665,-0.08017925764891139,-0.09096459910891186,-0.09594302460873634,-0.09126110626135579,-0.07219302450707946,-0.03327321238481123,0.03140256301522115,0.12765477709697906,0.2604234367183039,0.43265097440156713,0.6438151944010638,0.8881120811797557,1.1523335387956402,1.4135489399594954,1.6367833766384052,1.7729896001563386,1.7577319895227315,1.51113287411191,0.9397625967136816,-0.05873278915795233,-1.5874029213390637,-3.7373061122162907,-6.5696263311932706,-10.092135429633165,-14.230026905990275,-18.791883818270207,-23.432566431064032,-27.6161307565993,-30.583501243302138,-31.331456645554447,-28.6114217685986,-20.958384425948225,-6.761678886880231,15.610004146686055,47.61770271703145,90.2862468877185,143.85924667558652,207.37911882780307,278.20802187521684,351.52114474513485,419.82300526298377,472.55945962476596,495.9213707276955,472.95766335540407,384.13193816556793,208.46278415993635,-74.62290087315333,-482.6290778753457,-1026.4938817446305,-1706.3327956191617,-2506.6434695445487,-3391.381746560055,-4299.540619589057,-5142.103146215172,-5801.466617102002,-6134.602705395206,-5981.263805636461,-5178.389095823117,-3581.4110158376097,-1092.3137809244463,2307.042167462603,6519.705794010977,11302.354228885526,16246.67907912177,20785.312705536366,24237.09555132431,25908.51720764952,25268.313488939744,22209.163395440184,17402.59228208879
0,aluminum,10000000.0,0.0998,0.00025849029236857916,80,2,0.4,20,0.002,0.01,1e-05,0.0005002501250625312,1.0,2000,100,101,0.0015007503751875936,0.0,-9.271589137401035e-05,-0.00029164014093009064,-0.0004772895290610826,-0.000528569513492883,-0.000322537719293428,0.00026401237017282484,0.0013500203861792086,0.003041614518267478,0.005418621021993284,0.008515442318117822,0.01229602410377628,0.01662324427580464,0.021223919009928656,0.0256517662119268,0.029252104443722133,0.031133773266496467,0.030155667676098355,0.02493725041068116,0.013904228038875024,-0.00461805552549115,-0.03225044690382385,-0.07033283006590602,-0.11961460781246291,-0.17985886094201267,-0.24936491664059934,-0.32442658056654095,-0.3987600255651544,-0.4629563270332663,-0.5040384188795445,-0.5052296275970031,-0.44606881224965894,-0.30303225872920714,-0.05084033423961615,0.3353683536823702,0.8768280564419018,1.5867788802667715,2.464899141752088,3.4906204925605655,4.6155868091319565,5.755750282429822,6.7838832998951215,7.52361274450289,7.746434170380871,7.173504210377113,5.4842931415794505,2.3343427136375245,-2.6156610946527876,-9.65761539584141,-18.979353929143286,-30.593644920364557,-44.254601999933975,-59.3656292465992,-74.88596139217599,-89.24629104386652,-100.2876901775311,-105.24169245751601,-100.77251250674577,-83.10428496243493,-48.25610984950781,7.59531667398791,87.61256873932135,193.65251652139298,325.4950979977803,479.98388147406513,650.1439699326662,824.3739404372083,985.8407103978869,1112.2355464410502,1176.0705265883846,1145.7009645158037,987.2429916002554,667.508807319108,157.99803582394003,-560.1424915369197,-1490.4467665992497,-2615.2066318355287,-3889.9855691114944,-5239.4798220741895,-6555.819238433999,-7700.492286567634,-8511.024241795232,-8813.27326486588,-8439.680500767194,-7252.981193299833,-5173.754909163288,-2208.82304628566,1523.970178968811,5780.3921465043795,10190.51785890088,14282.0342851644,17531.11465535668,19442.199675524702,19651.900076989077,18043.41846886578,14846.670365987404,10686.724703521408,6531.424374262116,3481.614699187407,2349.443579505086,2988.504512635254
0,aluminum,10000000.0,0.0998,0.00025849029236857916,80,2,0.4,20,0.002,0.01,1e-05,0.0005002501250625312,1.0,2000,100,101,0.002001000500250125,0.0,0.0005360234605980785,0.002508275135752593,0.006450376100735675,0.012851257263664588,0.022101656258147882,0.03441761929246887,0.04974154637357769,0.06762336965660012,0.08708745184940415,0.10649479607008944,0.1234151288552084,0.1345291745886005,0.13558762540343283,0.12145935147115998,0.08630646745005398,0.02392687530477437,-0.07169552324727747,-0.2055982060764569,-0.38078248939119597,-0.5968893000912657,-0.8486373051576407,-1.1240943622723163,-1.4029064812269045,-1.6546719250790571,-1.837718888533317,-1.8986182950616894,-1.7728309318471807,-1.386939736185547,-0.6629399140591576,0.4749646254578702,2.09069855537538,4.22359782058973,6.872721481472433,9.978661855230143,13.403825769729856,16.91277441177117,20.154910755612,22.652546213734528,23.79809072967716,22.864693663163756,19.03498882819005,11.452513356842926,-0.7002926620721085,-18.095012683399005,-41.12093247388798,-69.72263055896991,-103.21901628897452,-140.11668208675286,-177.93647314871603,-213.07847635955252,-240.756521904598,-255.037873040546,-249.02593125068648,-215.22222170202477,-146.09730073432917,-34.887286971571726,123.38749564100466,330.71315753246336,584.7486542456985,877.475141297652,1193.9786683641685,1511.5576926129509,1799.3795095884348,2018.926068111384,2125.4610164429205,2070.7074043578505,1806.8416206501015,1291.7791207885134,495.5513672427774,-592.6418414212411,-1957.3589952359648,-3550.7125315139715,-5288.120007544707,-7047.20861771418,-8671.045877292147,-9976.657246442774,-10769.35141970813,-10862.68646042329,-10102.990402938247,-8396.262485019735,-5734.149662537327,-2214.706129161153,1946.9508379361018,6422.890705508023,10795.278558923868,14599.463266875488,17385.27569634079,18789.999259569035,18611.357593435736,16864.16422323966,13801.43097214475,9881.572806192647,5669.904402717216,1676.7039289129889,-1843.3479067702765,-5075.418588747393,-8723.586973889913,-13866.020216303647,-21455.069537191008,-31354.99406336019
0,aluminum,10000000.0,0.0998,0.00025849029236857916,80,2,0.4,20,0.002,0.01,1e-05,0.0005002501250625312,1.0,2000,100,101,0.0025012506253126563,0.0,0.01223131212326312,0.046399308517633485,0.0985765498339729,0.16438989075954305,0.23859546376228524,0.3145928852797611,0.3839514089593032,0.43602892837879853,0.4577742944496786,0.4338126283128863,0.34691968788452704,0.17899169346795263,-0.08739243240688158,-0.46674282846288934,-0.9677323204628144,-1.5896029717590279,-2.3180242039123455,-3.1206338698253386,-3.9426296021517078,-4.702931279838446,-5.291596338380951,-5.569322311475432,-5.36999402231942,-4.507299047345912,-2.7864122433163567,-0.021602748682411438,3.9396910081313425,9.18627336930905,15.706762011868246,23.348927646844867,31.7775590361794,40.43491338276692,48.50918729544829,54.917758116369846,58.31302018409536,57.11925117191879,49.60882923582401,34.02500240993224,8.756015195713195,-27.438504069238427,-75.15353401969867,-134.02884246282173,-202.42376574114442,-277.1065287552761,-352.99775426891426,-423.01657676374555,-478.08418039955967,-507.34193710668274,-498.63779679332146,-439.32337786289827,-317.3838066641369,-122.89183885224818,150.26280302155027,502.4672660800334,926.4560022013637,1405.5670543474973,1912.4431916196647,2408.471899993199,2844.268607247186,3161.483016662806,3296.1398070746613,3183.6057138754445,2765.103357979826,1995.473192177746,851.6323659942252,-659.0830346268801,-2491.7440064403268,-4559.045447672385,-6730.191567615279,-8834.61890798303,-10671.412939001013,-12024.734602227105,-12684.813762429936,-12473.133372333876,-11269.414336080785,-9037.058905224885,-5843.005321524778,-1867.6994019255376,2598.6936824842696,7176.473426794286,11433.498511726653,14936.80571391788,17312.995967802814,18308.333411631917,17837.046071237255,16005.610275684125,13102.74730068532,9550.114486946772,5817.325609575738,2316.161075606767,-699.4356509260988,-3192.2080403983227,-5322.867803526506,-7329.4940966900485,-9310.791555666043,-10969.028141086725,-11434.980364578292,-9367.304710418182,-3566.7031158384943,5670.228694272538
0,aluminum,10000000.0,0.0998,0.00025849029236857916,80,2,0.4,20,0.002,0.01,1e-05,0.0005002501250625312,1.0,2000,100,101,0.003001500750375187,0.0,0.06581788313792362,0.2304891588142292,0.4445359216236297,0.6576363985786854,0.8181884029474925,0.8733245668075339,0.7697341741634659,0.45561170944138557,-0.11600672438615409,-0.9823489933114294,-2.1644147454834752,-3.659020795073669,-5.429741530342921,-7.397368150893089,-9.430811680457209,-11.33969278882567,-12.870168902257495,-13.705807825058491,-13.475478835736489,-11.770239985428478,-8.170991718588951,-2.2881793709722853,6.1859948160717035,17.41358449436968,31.337449866305736,47.6025919361741,65.47871997757028,83.79283007283047,100.88280660597967,114.58490629025017,122.26908648074357,120.93608719195922,107.38854097057282,78.48476323997365,31.477948546005308,-35.56489901116837,-123.28077005243352,-230.49447083953197,-353.7118024782523,-486.6795434769088,-620.0821797404413,-741.4541689425481,-835.3893675817945,-884.1236398193297,-868.5503297633747,-769.6994627971643,-570.6694424630335,-258.9452170985977,171.02818483705354,715.2186428299774,1357.5979662084044,2068.2817932104626,2802.587364864673,3501.3833325413575,4093.066496591222,4497.407374982879,4631.35462258305,4416.678788212644,3789.078350434484,2708.0850073516112,1166.8209292827294,-799.5820808552186,-3108.246014933105,-5626.854205284811,-8177.199676338063,-10544.793047162013,-12494.749342164823,-13793.376086696486,-14233.953785062953,-13664.24007341527,-12012.385349724478,-9307.392590356278,-5690.165280978221,-1411.7178896380112,3183.636784802143,7690.372790762324,11686.877069742717,14788.669564745958,16702.286021987,17270.71517428044,16501.016814742958,14566.395653990063,11778.803857443172,8533.890035601304,5237.020299798469,2225.7462404524254,-291.4803491481141,-2260.5509154641554,-3757.4330302931626,-4914.359895317509,-5815.737639026772,-6404.016983790766,-6450.890851176675,-5647.8493954281075,-3840.55711023328,-1364.4442265492412,666.411718058954,392.6934446995927,-4050.637420900019,-12691.658670155646
0,aluminum,10000000.0,0.0998,0.00025849029236857916,80,2,0.4,20,0.002,0.01,1e-05,0.0005002501250625312,1.0,2000,100,101,0.0035017508754377185,0.0,0.03645937657492072,0.03713057344686465,-0.15897360201266733,-0.7056346403129189,-1.7410978498543428,-3.376500637199909,-5.681339895704426,-8.666547597226247,-12.266136293632703,-16.31885836495927,-20.551863485409257,-24.568889158891974,-27.84601253861522,-29.738344456685617,-29.501161292727787,-26.328741654029336,-19.413498233425,-8.02677881695895,8.379109765353933,30.050543484475103,56.799796600230856,87.86920574942332,121.80534579224987,156.3598550248148,188.43656509159206,214.10651361397456,228.71264059710052,227.08387008183422,203.8732825274098,154.02675291183405,73.37656305564963,-40.660762239211806,-188.32120390778456,-366.72312000682865,-569.1684643971681,-784.6109309196605,-997.3988356480079,-1187.4045593234036,-1330.6450091885536,-1400.4760154215762,-1369.405851773338,-1211.5184974472418,-905.4270405912183,-437.5953031541847,194.2224626728174,977.7591762836147,1883.6360457017101,2863.836789963549,3851.706805279744,4763.877700846878,5504.403203518861,5971.211128277744,6064.731855865689,5698.270182582531,4809.368994687721,3371.1052168386054,1402.005159038251,-1026.8826559901709,-3789.214650645485,-6706.137589639653,-9555.471973856138,-12087.496613070127,-14046.717605838228,-15198.07457623329,-15355.107302025683,-14406.819330303846,-12339.491315853458,-9249.669844474301,-5345.107549625464,-931.611287498115,3614.4758589138946,7886.237712554038,11494.337637582756,14117.026035562376,15544.301817107571,15708.317322159839,14693.393401124655,12721.880520994935,10116.341347724512,7243.5307876372135,4450.424730558033,2005.849794620741,61.81539230057308,-1354.5142883338317,-2314.376657188074,-2932.8164809618124,-3303.203802290242,-3446.3209094766266,-3300.6793295965776,-2771.168042394213,-1831.2624783310962,-642.6177962760012,376.07498220959997,615.584545696235,-457.76611007460696,-2850.885169530615,-5570.47020589571,-6493.954175790201,-3150.9900995298376,4946.675103827442
0,aluminum,10000000.0,0.0998,0.00025849029236857916,80,2,0.4,20,0.002,0.01,1e-05,0.0005002501250625312,1.0,2000,100,101,0.00400200100050025,0.0,-1.0989267200243606,-4.259466324638391,-9.26475467920562,-15.85807494952389,-23.705830926426312,-32.35642516412616,-41.201683260556706,-49.44762572280462,-56.10144206732901,-59.98133112986446,-59.75527640640728,-54.013657754607486,-41.37870670378145,-20.651076263371642,9.009831710867893,47.879611527087214,95.44964999479218,150.21346408232355,209.48247169361017,269.25975338727505,324.2035323645753,367.7129224261487,392.1660986048652,389.33463956312994,350.98677854332163,269.6764189894621,139.69423744517857,-41.86716466175534,-274.0087498824697,-550.7825075038861,-860.4358320177224,-1184.8847060532355,-1499.6638864374772,-1774.4940167574339,-1974.5793039310024,-2062.7027873139104,-2002.118735033755,-1760.1551294215574,-1312.338231059013,-646.7436822678525,231.82450335305813,1298.3107843996502,2505.076175060419,3781.2957617435636,5034.5640078485385,6155.054180704042,7022.371154923755,7514.960863187826,7521.611754098916,6954.232354402647,5760.753935951546,3936.736345896425,1534.1002684894856,-1334.5798559649295,-4497.572092893303,-7732.181251361218,-10779.891086678248,-13367.86919156146,-15235.315813429008,-16162.2191104263,-15997.314534799552,-14681.584867285252,-12263.618343463897,-8903.665931782767,-4864.340373422577,-487.52500590792687,3840.9482015610884,7735.195427269899,10856.237789914429,12955.263517952333,13906.1749789392,13721.357564919754,12546.850810778864,10636.440770689276,8308.152796336963,5890.474566231564,3668.4893874502573,1841.0681919310625,498.71173103974127,-372.60613097880804,-862.6341046974636,-1091.3464230183918,-1161.103532859027,-1123.4707540889199,-974.9546973826918,-686.9803360526826,-261.4738329494137,211.86305989794775,531.0048354504515,422.60709712705,-338.3675031419681,-1756.425609134098,-3467.2354964518718,-4731.327348432493,-4687.79380224951,-2905.063403102314,-73.79516197522149,1611.3876929897967,-836.6288302656297,-8437.383510515809
0,aluminum,10000000.0,0.0998,0.00025849029236857916,80,2,0.4,20,0.002,0.01,1e-05,0.0005002501250625312,1.0,2000,100,101,0.004502251125562781,0.0,-4.795085983008433,-17.224524541515166,-34.34473936832899,-53.18721540289008,-70.75291378298441,-84.03080096926098,-90.0540520699369,-86.00445047237943,-69.3711325713113,-38.16407178805946,8.824342685861389,71.72433137133007,149.28365944125275,238.58427300161648,334.81992180936095,431.1795075658643,518.8831550274572,587.4158922308588,624.9962852816091,619.3036117699928,558.4668321603102,432.2920170089609,233.67308958169625,-39.90425802654473,-384.890867588922,-790.3916690367932,-1237.2529707979747,-1697.7102662233715,-2135.7796019111775,-2508.545627996853,-2768.4446011112027,-2866.560289395106,-2756.8472745669833,-2401.075328633111,-1774.1598268241114,-869.4195633734778,296.79920781045246,1681.757558712744,3214.8502364838337,4798.59270563234,6312.493047641627,7620.004248467687,8578.447941216038,9051.44004406221,8922.963913486336,8111.87076856571,6585.291514420065,4369.273051529651,1554.9562152302076,-1701.1699029823546,-5183.953607455726,-8633.553225393702,-11766.1988483531,-14300.30576223248,-15985.581042536922,-16631.99807933742,-16135.04424102809,-14493.602879312,-11817.302006438853,-8321.174809710237,-4306.975675274115,-132.3308920536773,3829.161515763189,7232.037472091188,9801.23727611701,11366.142382902926,11880.668865405,11425.494329351566,10191.2255921087,8444.613214558132,6483.214642854111,4586.511748096135,2972.7230783842742,1769.9113560030025,1007.3087322092227,628.3746989522546,521.7933546445523,561.6775727100891,645.1555479444936,715.5811095084387,763.5152608421731,804.9886652585344,845.665172374699,847.4463596298,717.2013737067311,332.5556227431433,-394.1272977267224,-1432.9580732075642,-2574.854394724987,-3440.887730003123,-3600.130182431852,-2790.871021830702,-1170.614242956855,554.0754742827588,1301.5809151303074,209.94454097041955,-2458.994653759526,-4623.867187586569,-2913.300818689657,4231.329497942196
